Unnamed: 0,timestamp,TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Motor_current,COMP,DV_eletric,Towers,MPG,LPS,Pressure_switch,Oil_level,Caudal_impulses
41280,2020-02-01 11:21:56,-0.0159999999999982,8.122,8.112,-0.0159999999999982,8.128,53.975,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41290,2020-02-01 11:22:06,-0.0159999999999982,8.118,8.106,-0.0159999999999982,8.126,54.0,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41300,2020-02-01 11:22:16,-0.0139999999999993,8.11,8.102,-0.0159999999999982,8.12,53.975,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41310,2020-02-01 11:22:25,-0.0139999999999993,8.108,8.096,-0.0159999999999982,8.116,53.89999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41320,2020-02-01 11:22:35,-0.0159999999999982,8.1,8.09,-0.0159999999999982,8.108,53.925,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41330,2020-02-01 11:22:45,-0.0159999999999982,8.096,8.084,-0.0180000000000006,8.104,53.925,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41340,2020-02-01 11:22:55,-0.0139999999999993,8.09,8.08,-0.0180000000000006,8.098,53.925,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41350,2020-02-01 11:23:05,-0.0159999999999982,8.084,8.074,-0.0180000000000006,8.094,53.8,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41360,2020-02-01 11:23:15,-0.0139999999999993,8.082,8.07,-0.0180000000000006,8.088,53.725,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41370,2020-02-01 11:23:25,-0.0159999999999982,8.076,8.064,-0.0159999999999982,8.082,53.77499999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41380,2020-02-01 11:23:35,-0.0139999999999993,8.07,8.058,-0.0180000000000006,8.078,53.69999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41390,2020-02-01 11:23:45,-0.0139999999999993,8.064,8.054,-0.0159999999999982,8.072,53.69999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41400,2020-02-01 11:23:55,-0.0139999999999993,8.06,8.05,-0.0180000000000006,8.068,53.69999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41410,2020-02-01 11:24:05,-0.0139999999999993,8.056,8.042,-0.0159999999999982,8.064,53.725,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41420,2020-02-01 11:24:15,8.418,8.054,-0.0240000000000009,-0.0180000000000006,8.06,53.60000000000001,5.827500000000001,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
41430,2020-02-01 11:24:25,8.772,8.352,-0.0199999999999995,-0.0159999999999982,8.356,53.62499999999999,5.890000000000001,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
41440,2020-02-01 11:24:34,8.816,8.51,-0.0180000000000006,-0.0159999999999982,8.514,53.60000000000001,5.85,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
41450,2020-02-01 11:24:44,9.086,8.79,-0.0139999999999993,-0.0159999999999982,8.79,53.49999999999999,5.9975000000000005,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
41460,2020-02-01 11:24:54,9.338,9.042,-0.0139999999999993,-0.0159999999999982,9.046,53.57499999999999,6.020000000000001,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
41470,2020-02-01 11:25:04,9.552,9.264,-0.0120000000000004,-0.0139999999999993,9.266,53.60000000000001,6.025,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
41480,2020-02-01 11:25:14,9.776,9.496,-0.0120000000000004,-0.0159999999999982,9.498,53.69999999999999,6.137499999999999,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
41490,2020-02-01 11:25:24,9.994,9.72,-0.0120000000000004,-0.0159999999999982,9.72,53.67500000000001,6.167499999999999,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
41500,2020-02-01 11:25:34,10.198,9.816,-0.009999999999998,-0.0159999999999982,9.816,53.89999999999999,6.1175,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
41510,2020-02-01 11:25:44,10.406,10.024,-0.009999999999998,-0.0159999999999982,10.026,54.125,6.272500000000001,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
41520,2020-02-01 11:25:54,-0.0259999999999998,10.126,10.128,-0.0159999999999982,10.132,54.57499999999999,3.8825,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41530,2020-02-01 11:26:04,-0.0240000000000009,10.08,10.08,-0.0159999999999982,10.086,54.925,3.807500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41540,2020-02-01 11:26:14,-0.0219999999999984,10.042,10.038,-0.0159999999999982,10.046,55.62499999999999,3.8325,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41550,2020-02-01 11:26:24,-0.0199999999999995,10.01,10.002,-0.0159999999999982,10.014,56.05,3.815,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41560,2020-02-01 11:26:33,-0.0199999999999995,9.984,9.974,-0.0159999999999982,9.986,56.525000000000006,3.782499999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41570,2020-02-01 11:26:43,-0.0180000000000006,9.96,9.95,-0.0159999999999982,9.962,57.0,3.852499999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41580,2020-02-01 11:26:53,-0.0180000000000006,9.938,9.928,-0.0159999999999982,9.942,57.575,3.84,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41590,2020-02-01 11:27:03,-0.0159999999999982,9.922,9.91,-0.0159999999999982,9.924,57.92500000000001,3.83,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41600,2020-02-01 11:27:13,-0.0139999999999993,9.904,9.892,-0.0159999999999982,9.906,58.0,3.880000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41610,2020-02-01 11:27:23,-0.0139999999999993,9.886,9.874,-0.0159999999999982,9.89,58.02499999999999,3.810000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41620,2020-02-01 11:27:33,-0.0139999999999993,9.874,9.86,-0.0159999999999982,9.876,58.0,3.83,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41630,2020-02-01 11:27:43,-0.0120000000000004,9.858,9.846,-0.0159999999999982,9.862,57.92500000000001,3.764999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41640,2020-02-01 11:27:53,-0.0120000000000004,9.846,9.83,-0.0180000000000006,9.848,57.89999999999999,3.764999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41650,2020-02-01 11:28:03,-0.0120000000000004,9.83,9.818,-0.0159999999999982,9.836,57.82499999999999,3.785,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41660,2020-02-01 11:28:13,-0.0120000000000004,9.818,9.804,-0.0159999999999982,9.822,57.69999999999999,3.807500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41670,2020-02-01 11:28:23,-0.0139999999999993,9.806,9.79,-0.0159999999999982,9.81,57.575,3.815,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41680,2020-02-01 11:28:32,-0.0139999999999993,9.794,9.778,-0.0159999999999982,9.798,57.54999999999998,3.795,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41690,2020-02-01 11:28:42,-0.009999999999998,9.782,9.768,-0.0159999999999982,9.786,57.60000000000001,3.7325,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41700,2020-02-01 11:28:52,-0.0120000000000004,9.77,9.758,-0.0159999999999982,9.774,57.5,3.7250000000000014,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41710,2020-02-01 11:29:02,-0.0120000000000004,9.758,9.744,-0.0159999999999982,9.764,57.400000000000006,3.7325,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41720,2020-02-01 11:29:12,-0.0120000000000004,9.748,9.734,-0.0159999999999982,9.752,57.3,3.754999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41730,2020-02-01 11:29:22,-0.0120000000000004,9.738,9.722,-0.0159999999999982,9.742,57.425,3.74,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41740,2020-02-01 11:29:32,-0.0120000000000004,9.726,9.712,-0.0159999999999982,9.73,57.275000000000006,3.727500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41750,2020-02-01 11:29:42,-0.0120000000000004,9.718,9.702,-0.0159999999999982,9.722,57.325,3.7675,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41760,2020-02-01 11:29:52,-0.0120000000000004,9.706,9.692,-0.0159999999999982,9.712,57.3,3.747500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41770,2020-02-01 11:30:02,-0.0120000000000004,9.696,9.68,-0.0159999999999982,9.7,57.3,3.764999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41780,2020-02-01 11:30:12,-0.0120000000000004,9.686,9.67,-0.0159999999999982,9.69,57.275000000000006,3.754999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41790,2020-02-01 11:30:22,-0.0120000000000004,9.676,9.662,-0.0139999999999993,9.68,57.3,3.815,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41800,2020-02-01 11:30:31,-0.0120000000000004,9.666,9.65,-0.0159999999999982,9.67,57.35,3.827500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41810,2020-02-01 11:30:41,-0.0120000000000004,9.656,9.642,-0.0139999999999993,9.662,57.375,3.7525,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41820,2020-02-01 11:30:51,-0.0120000000000004,9.648,9.63,-0.0139999999999993,9.652,57.375,3.754999999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41830,2020-02-01 11:31:01,-0.009999999999998,9.638,9.622,-0.0159999999999982,9.642,57.400000000000006,3.7975,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41840,2020-02-01 11:31:11,-0.0120000000000004,9.628,9.612,-0.0159999999999982,9.634,57.5,3.8125,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41850,2020-02-01 11:31:21,-0.0120000000000004,9.618,9.602,-0.0159999999999982,9.624,57.5,3.785,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41860,2020-02-01 11:31:31,-0.009999999999998,9.61,9.592,-0.0139999999999993,9.614,57.525000000000006,3.735000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41870,2020-02-01 11:31:41,-0.0120000000000004,9.6,9.584,-0.0139999999999993,9.604,57.60000000000001,3.7200000000000006,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41880,2020-02-01 11:31:51,-0.0120000000000004,9.592,9.574,-0.0139999999999993,9.596,57.60000000000001,3.735000000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41890,2020-02-01 11:32:01,-0.009999999999998,9.582,9.566,-0.0139999999999993,9.586,57.69999999999999,3.77,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41900,2020-02-01 11:32:11,-0.0120000000000004,9.57,9.556,-0.0139999999999993,9.576,57.69999999999999,3.7875,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41910,2020-02-01 11:32:20,-0.009999999999998,9.562,9.546,-0.0139999999999993,9.568,57.80000000000001,3.83,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41920,2020-02-01 11:32:30,-0.009999999999998,9.552,9.536,-0.0139999999999993,9.558,57.80000000000001,3.772499999999999,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41930,2020-02-01 11:32:40,-0.0120000000000004,9.54,9.524,-0.0159999999999982,9.546,57.74999999999999,3.807500000000001,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41940,2020-02-01 11:32:50,-0.0120000000000004,9.532,9.516,-0.0159999999999982,9.538,57.89999999999999,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41950,2020-02-01 11:33:00,-0.0120000000000004,9.522,9.508,-0.0139999999999993,9.528,57.82499999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41960,2020-02-01 11:33:10,-0.0120000000000004,9.512,9.498,-0.0139999999999993,9.518,58.07500000000002,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41970,2020-02-01 11:33:20,-0.0120000000000004,9.504,9.488,-0.0139999999999993,9.512,58.02499999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41980,2020-02-01 11:33:30,-0.0120000000000004,9.494,9.478,-0.0159999999999982,9.498,58.275000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
41990,2020-02-01 11:33:40,-0.0120000000000004,9.484,9.468,-0.0159999999999982,9.49,58.3,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42000,2020-02-01 11:33:50,-0.0120000000000004,9.474,9.458,-0.0159999999999982,9.48,58.375,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42010,2020-02-01 11:34:00,-0.0139999999999993,9.464,9.448,-0.0159999999999982,9.47,58.3,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42020,2020-02-01 11:34:09,-0.0120000000000004,9.454,9.44,-0.0159999999999982,9.46,58.175,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42030,2020-02-01 11:34:19,-0.0120000000000004,9.442,9.428,-0.0139999999999993,9.45,58.3,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42040,2020-02-01 11:34:29,-0.0120000000000004,9.432,9.42,-0.0139999999999993,9.44,58.225,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42050,2020-02-01 11:34:39,-0.0120000000000004,9.422,9.408,-0.0159999999999982,9.43,58.2,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42060,2020-02-01 11:34:49,-0.0120000000000004,9.412,9.398,-0.0159999999999982,9.42,58.325,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42070,2020-02-01 11:34:59,-0.0120000000000004,9.402,9.388,-0.0139999999999993,9.408,58.2,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42080,2020-02-01 11:35:09,-0.0120000000000004,9.392,9.378,-0.0159999999999982,9.398,58.225,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42090,2020-02-01 11:35:19,-0.0120000000000004,9.382,9.368,-0.0139999999999993,9.39,58.1,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42100,2020-02-01 11:35:29,-0.0120000000000004,9.374,9.358,-0.0159999999999982,9.38,58.3,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42110,2020-02-01 11:35:39,-0.0120000000000004,9.362,9.348,-0.0159999999999982,9.37,58.225,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42120,2020-02-01 11:35:49,-0.0120000000000004,9.352,9.34,-0.0159999999999982,9.362,58.2,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42130,2020-02-01 11:35:58,-0.0120000000000004,9.342,9.328,-0.0159999999999982,9.35,58.175,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42140,2020-02-01 11:36:08,-0.0139999999999993,9.332,9.32,-0.0159999999999982,9.338,58.175,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42150,2020-02-01 11:36:18,-0.0120000000000004,9.324,9.31,-0.0139999999999993,9.33,58.07500000000002,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42160,2020-02-01 11:36:28,-0.0120000000000004,9.314,9.298,-0.0159999999999982,9.32,58.2,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42170,2020-02-01 11:36:38,-0.0120000000000004,9.302,9.29,-0.0159999999999982,9.312,58.1,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42180,2020-02-01 11:36:48,-0.0120000000000004,9.294,9.28,-0.0159999999999982,9.302,58.175,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42190,2020-02-01 11:36:58,-0.0120000000000004,9.284,9.27,-0.0139999999999993,9.29,58.07500000000002,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42200,2020-02-01 11:37:08,-0.0120000000000004,9.274,9.258,-0.0159999999999982,9.282,58.05,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42210,2020-02-01 11:37:18,-0.0120000000000004,9.264,9.25,-0.0159999999999982,9.272,58.07500000000002,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42220,2020-02-01 11:37:28,-0.0120000000000004,9.256,9.242,-0.0139999999999993,9.264,58.1,0.0349999999999992,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42230,2020-02-01 11:37:38,-0.0120000000000004,9.244,9.232,-0.0159999999999982,9.25,58.1,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42240,2020-02-01 11:37:47,-0.0120000000000004,9.236,9.222,-0.0139999999999993,9.242,58.05,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42250,2020-02-01 11:37:57,-0.0139999999999993,9.226,9.212,-0.0139999999999993,9.234,58.05,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42260,2020-02-01 11:38:07,-0.0120000000000004,9.216,9.202,-0.0139999999999993,9.222,58.1,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42270,2020-02-01 11:38:17,-0.0120000000000004,9.208,9.194,-0.0139999999999993,9.214,58.1,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42280,2020-02-01 11:38:27,-0.0120000000000004,9.198,9.184,-0.0159999999999982,9.204,57.975,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42290,2020-02-01 11:38:37,-0.0139999999999993,9.188,9.174,-0.0159999999999982,9.194,58.1,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42300,2020-02-01 11:38:47,-0.0139999999999993,9.178,9.166,-0.0159999999999982,9.186,58.1,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42310,2020-02-01 11:38:57,-0.0120000000000004,9.17,9.156,-0.0159999999999982,9.176,57.975,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42320,2020-02-01 11:39:07,-0.0139999999999993,9.158,9.146,-0.0159999999999982,9.168,57.975,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42330,2020-02-01 11:39:17,-0.0120000000000004,9.15,9.138,-0.0139999999999993,9.158,58.0,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42340,2020-02-01 11:39:27,-0.0139999999999993,9.14,9.126,-0.0159999999999982,9.148,58.0,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42350,2020-02-01 11:39:36,-0.0139999999999993,9.13,9.118,-0.0139999999999993,9.14,57.975,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42360,2020-02-01 11:39:46,-0.0120000000000004,9.124,9.11,-0.0139999999999993,9.132,57.92500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42370,2020-02-01 11:39:56,-0.0139999999999993,9.114,9.1,-0.0159999999999982,9.122,57.94999999999999,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42380,2020-02-01 11:40:06,-0.0139999999999993,9.106,9.092,-0.0159999999999982,9.114,57.89999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42390,2020-02-01 11:40:16,-0.0139999999999993,9.096,9.082,-0.0159999999999982,9.102,57.875000000000014,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42400,2020-02-01 11:40:26,-0.0139999999999993,9.088,9.074,-0.0139999999999993,9.094,57.89999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42410,2020-02-01 11:40:36,-0.0139999999999993,9.076,9.064,-0.0139999999999993,9.084,57.89999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42420,2020-02-01 11:40:46,-0.0139999999999993,9.068,9.054,-0.0159999999999982,9.076,57.875000000000014,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42430,2020-02-01 11:40:56,-0.0120000000000004,9.06,9.046,-0.0159999999999982,9.068,57.80000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42440,2020-02-01 11:41:06,-0.0120000000000004,9.05,9.038,-0.0159999999999982,9.06,57.85,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42450,2020-02-01 11:41:16,-0.0139999999999993,9.04,9.028,-0.0159999999999982,9.05,57.875000000000014,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42460,2020-02-01 11:41:26,-0.0139999999999993,9.034,9.018,-0.0159999999999982,9.038,57.80000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42470,2020-02-01 11:41:35,-0.0139999999999993,9.024,9.01,-0.0159999999999982,9.03,57.80000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42480,2020-02-01 11:41:45,-0.0139999999999993,9.016,9.002,-0.0159999999999982,9.024,57.80000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42490,2020-02-01 11:41:55,-0.0120000000000004,9.006,8.992,-0.0159999999999982,9.012,57.80000000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42500,2020-02-01 11:42:05,-0.0120000000000004,8.998,8.984,-0.0159999999999982,9.006,57.69999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42510,2020-02-01 11:42:15,-0.0139999999999993,8.99,8.976,-0.0159999999999982,8.996,57.80000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42520,2020-02-01 11:42:25,-0.0139999999999993,8.98,8.966,-0.0159999999999982,8.988,57.67500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42530,2020-02-01 11:42:35,-0.0139999999999993,8.972,8.958,-0.0139999999999993,8.98,57.69999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42540,2020-02-01 11:42:45,-0.0139999999999993,8.962,8.948,-0.0159999999999982,8.968,57.67500000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42550,2020-02-01 11:42:55,-0.0139999999999993,8.952,8.94,-0.0159999999999982,8.962,57.575,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42560,2020-02-01 11:43:05,-0.0120000000000004,8.946,8.934,-0.0159999999999982,8.954,57.69999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42570,2020-02-01 11:43:15,-0.0139999999999993,8.936,8.924,-0.0139999999999993,8.946,57.60000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42580,2020-02-01 11:43:24,-0.0139999999999993,8.928,8.914,-0.0159999999999982,8.936,57.60000000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42590,2020-02-01 11:43:34,-0.0139999999999993,8.918,8.906,-0.0159999999999982,8.928,57.575,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42600,2020-02-01 11:43:44,-0.0120000000000004,8.912,8.896,-0.0159999999999982,8.918,57.54999999999998,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42610,2020-02-01 11:43:54,-0.0139999999999993,8.9,8.886,-0.0159999999999982,8.91,57.525000000000006,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42620,2020-02-01 11:44:04,-0.0139999999999993,8.892,8.88,-0.0159999999999982,8.9,57.525000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42630,2020-02-01 11:44:14,-0.0139999999999993,8.882,8.87,-0.0180000000000006,8.89,57.425,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42640,2020-02-01 11:44:24,-0.0139999999999993,8.876,8.862,-0.0159999999999982,8.882,57.5,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42650,2020-02-01 11:44:34,-0.0139999999999993,8.866,8.852,-0.0159999999999982,8.874,57.47500000000001,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42660,2020-02-01 11:44:44,-0.0139999999999993,8.858,8.844,-0.0159999999999982,8.866,57.400000000000006,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42670,2020-02-01 11:44:54,-0.0120000000000004,8.848,8.836,-0.0139999999999993,8.856,57.35,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42680,2020-02-01 11:45:04,-0.0159999999999982,8.84,8.826,-0.0159999999999982,8.848,57.3,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42690,2020-02-01 11:45:13,-0.0139999999999993,8.832,8.818,-0.0159999999999982,8.838,57.325,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42700,2020-02-01 11:45:23,-0.0139999999999993,8.824,8.808,-0.0159999999999982,8.83,57.325,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42710,2020-02-01 11:45:33,-0.0139999999999993,8.816,8.802,-0.0159999999999982,8.822,57.325,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42720,2020-02-01 11:45:43,-0.0139999999999993,8.808,8.792,-0.0159999999999982,8.814,57.325,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42730,2020-02-01 11:45:53,-0.0139999999999993,8.798,8.784,-0.0139999999999993,8.804,57.25,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42740,2020-02-01 11:46:03,-0.0139999999999993,8.788,8.776,-0.0159999999999982,8.798,57.225,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42750,2020-02-01 11:46:13,-0.0139999999999993,8.78,8.766,-0.0159999999999982,8.788,57.375,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
42760,2020-02-01 11:46:23,-0.0139999999999993,8.772,8.758,-0.0159999999999982,8.78,57.3,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
